page_number_by_2012,page_number_by_2021,name,comment_text,image,book_id,chapter_id,sort,author_id
38,50,И когда сбегут вниз мыши… / ​​when the mice run down,"итата из английской детской песенки-считалки «Hickory Dickory Dock», входящего в сборник «Стишки матушки Гусыни»: мышь подбегает к часам, они бьют время, мышь убегает, через час подбегает снова, часы снова бьют и т.д.
",,1,6,3,1
39,51,«Иду своим путем» / Going My Way,"Музыкальная комедия 1944 года, про двух священников с разными взглядами на служение Богу. Фильм получил 7 Оскаров, главную роль в нем сыграл Бинг Кросби, первый исполнитель упомянутой выше песни «Танцуем в темноте». Это одна из параллелей между Апереткиным и Скорпией, с одной стороны, и Роджером и Джессикой, с другой.
",,1,6,1,1
39,51,Танбридж-Уэллс / Tunbridge Wells,"Город примерно в 65 км к юго-востоку от центра Лондона
",,1,6,2,1
39,52,Бэттл / Battle,"Город в графстве Восточный Суссекс, в том месте, где в 1066 году состоялась битва при Гастингсе. Танбридж-Уэллс, где встретились Роджер и Джессика, расположен практически посередине между Лондоном и Баттлом.",,1,6,3,1
40,52,Реверберирует / reverberating,Реверберация — это процесс постепенного уменьшения интенсивности звука при его многократных отражениях.,,1,6,1,1
40,53,Трех сигм / 3-sigma,"Правило трех сигм утверждает, что вероятность того, что случайная величина отклонится от своего математического ожидания более чем на три среднеквадратических отклонения, практически равна нулю. В контексте означает, что в компании явных трех сигм собрались индивидуумы, очень сильно отличающиеся от “обычного” человека. Лишь около 2% людей из случайной выборки получат оценку «3 сигмы» по различным психологическим шкалам.
",,1,6,2,1
41,53,Хи-квадрат / chi-square,"Используемый в статистике критерий для определения, отличается ли полученный набор данных от того, что можно было бы ожидать, если бы ничто не влияло на этот набор (т.е. отделить «сигнал» - если он есть - от случайного «шума»). В контексте мыслей Роджера означает, что уровень смертности превышает среднестатистический.
",,1,6,1,1
41,53,Карты Зенера / Zener cards,"Колода карт с пятью повторяющимися рисунками (круг, крест, три волнистые линии, квадрат, пятиконечная звезда), предложенная в 1930-х годах психологом Карлом Зенером для изучения паранормальных форм восприятия или способностей человека, например ясновидения (на рис.).",Гл1.6_стр41_Карты_Зенера.jpg,1,6,2,1
41,54,Паккард / Packard,"Американская марка престижных легковых автомобилей, выпускавшихся с 1899 по 1958 годы",,1,6,3,1
41,54,Фальшфейер / flare lamps,Пиротехнический сигнальный огонь,,1,6,4,1
42,55,Бут / rubble,Колотый камень,,1,6,1,1
43,56,Вязанный подшлемник / Balaclava helmet,"От названия крымского города Балаклава; вязаная шапка (шлем), закрывающая голову, лоб и лицо с отверстиями для глаз и носа. Ее использовали солдаты британской армии во время Крымской войны зимой 1854—1855 года.
",,1,7,1,1
43,56,Террасные дома / row houses,"Малоэтажные (до 3-х этажей включительно) жилые дома, имеющие общую боковую стену. В России их, по американскому образцу, называют таунхаусами.
",,1,7,2,1
44,57,Пробка картера / crankcase plug.,"Картер - корпусная деталь автомобиля, в которой, в частности, хранится запас смазочного масла.",,1,7,1,1
44,57,Егерь /  gillie,"Сопровождающий при охоте. В оригинале использовано слово гэлльского происхождения, также называли слугу, который перевозил хозяина через реку. ",,1,7,2,1
45,58,Миссис Нуссбомб / Mrs. Nussbaum,"Персонаж юмористических радиопостановок американского комика 30-40-х годов Фреда Аллена; разговаривала с сильным еврейским акцентом и многочисленными ошибками.
",,1,7,1,1
45,58,Лэсси / Lessie,"Персонаж многочисленных американских радио- и телепостановок, собака колли. Первый фильм про Лесси («Лесси, вернись домой») был снят в 1943 году, последний («Лесси») – в 2005 г.
",,1,7,2,1
47,61,Апикальный / apical,"Расположенный на верхушке или принадлежащий к ней, обращённый кверху.
",,1,7,1,1
47,61,Истинный локус Бога (от лат. locus – место),"В данном случае имеется в виду сущность, ипостась.
",,1,7,2,1
47,61,Госпиталь Святой Вероники / Hospital of St. Veronica,"Такого госпиталя в Лондоне нет. Святая Вероника – это персонаж христианской легенды, женщина, которая отерла тканью кровавый пот с лица идущего на Голгофу Иисуса; на этой ткани спустя некоторое время запечатлелся лик Христа. Одно из наиболее ранних изложений данного апокрифа содержится в написанной во второй половине XIII века «Золотой легенде» Иакова Ворагинского. Почитание святой носило в Европе исключительно местный характер, ее имя не вносилось ни в ранние мартирологи (книги, содержащие перечень официально признанных Католической церковью святых), ни в заменивший их Римский мартиролог (первая редакция – 1584 г.)[1]. Имя святой может быть отсылкой к главному женскому персонажу романа Т. Пинчона «V.». ",,1,7,3,1
47,61,Книга / The Book,"Это 2-й том лекций И. П. Павлова об условных рефлексах, вышедший на русском языке в 1940 году, на английском – в 1941-м. См. также стр. 89. ",,1,7,4,1
48,62,Укосина / lintel,"Наклонно поставленный брус, подпорка в различных сооружениях",,1,7,1,1
48,62,Автоклав / autoclave,"Герметичный аппарат для операций, которые требуют нагрева под давлением выше атмосферного. В медицине используется для стерилизации оборудования и расходных материалов.
",,1,8,2,1
48,63,Сенильный / senile,Свойственный старческому возрасту,,1,8,3,1
49,63,Вопли Сивиллы / sybilline cries,"Сивиллы - в античности предсказательницы, как правило, предрекавшие приход мрачных событий. ",,1,8,1,1
49,63,Абреакция / abreaction,"Процесс редукции (т.е. упрощения) или снятия эмоционального напряжения путем определенным образом организованного повторного переживания той ситуации, которая ранее вызвала напряжение. ",,1,8,2,1
49,63,Психокинез / psychokinesis,В парапсихологии – способность человека одним лишь усилием мысли воздействовать на физические объекты.,,1,8,3,1
49,63,Реверсирование / the reversal,Изменение направления движения на обратное.,,1,8,4,1
49,63,Понятия противоположения – / ideas of the opposite,"Хотя мысль И. П. Павлова (на фото) изложена в тексте романа довольно точно, приведем цитату из его письма профессору Пьеру Жене с небольшими купюрами[2]: «Наше общее понятие (категория) противоположения есть одно из основных и необходимых общих понятий, облегчающее, упорядочивающее и даже делающее возможным, вместе с другими общими понятиями, наше здоровое мышление. Наше отношение к окружающему миру, вместе с социальной средой, и к нам самим неизбежно должно исказиться в высшей степени, если будут постоянно смешиваться противоположности: я и не я, мое и ваше, в один и тот же момент я один и в обществе, я обижаю или меня обижают и т. д., и т. д. Следовательно, должна быть глубокая причина для исчезания или ослабления этого общего понятия, и эту причину можно и должно искать, по моему мнению, в основных законах нервной деятельности… При различных состояниях угнетения, задерживания (чаще всего при различных гипнотических состояниях) выступают уравнительная, парадоксальная и ультрапарадоксальная фазы. Это значит, что корковые нервные клетки, вместо того чтобы, как в норме (в известных пределах), давать эффекты соответственно силе раздражающих агентов, при состояниях различного задерживания давали эффекты или все одинаковые, или обратные силе раздражителя, или даже обратные характеру его; последнее означает, что тормозные раздражители давали положительный эффект, а положительные — отрицательный. Я беру смелость предположить, что вот эта-то ультрапарадоксальная фаза и есть основание ослабления у наших больных понятия противоположения… Эти больные при встрече с массой жизненных положений естественно как слабые люди легко впадают в состояние угнетения, беспокойства и страха, но они все же нечто желают или не желают и имеют эмоционально усиленные и концентрированные, сколько это для них возможно, представления об этом желаемом или нежелаемом (я господин, а не раб; я хочу быть один, а не в обществе; я хочу иметь секреты и т. д.). И этого достаточно, чтобы роковым образом в этих условиях возникло представление о противоположном (я раб; при мне всегда кто-нибудь есть; все мои секреты обнаруживаются и т. д.). Вот как это понимается физиологически. Пусть у нас одна частота ударов метронома есть условный пищевой положительный раздражитель, так как применение ее сопровождалось едой, и она вызывает пищевую реакцию; другая же частота — отрицательный возбудитель, так как при ней еды не давалось, и она производит отрицательную реакцию, животное при ней отворачивается. Эти частоты ударов представляют взаимно противоположную, но ассоциированную и вместе с тем взаимно индуцирующую пару, т. е. одна частота возбуждает и усиливает действие другой. Это есть точный физиологический факт. Теперь дальше. Если положительная частота действует на ослабленную чем-нибудь (а также находящуюся в гипнотическом состоянии) клетку, то она по закону предела, который тоже есть точный факт, приводит ее в тормозное состояние, а это тормозное состояние по закону взаимной индукции обусловливает возбужденное состояние, вместо тормозного, в другой половине ассоциированной пары, и поэтому связанный с ней раздражитель вызывает теперь не торможение, а раздражение. Это механизм негативизма или контрализма. Собаке в состоянии торможения (гипнотического) вы подаете пищу, т. е. возбуждаете ее к положительной деятельности — еде, она отворачивается, пищу не берет. Когда вы еду отводите, т. е. возбуждаете отрицательно — к задерживанию деятельности, к прекращению еды, она тянется к пище… На почве угнетенного, задержанного состояния (всякое затруднение в высшей нервной деятельности обыкновенно в наших опытах выражается торможением) сколько-нибудь сильное возбуждение одного представления производит его задерживание, а через это индуцирует противоположное представление. Нетрудно видеть, что данное объяснение естественно распространяется на весь своеобразный, наступающий при высших степенях распространенного и углубленного ультрапарадоксального состояния, симптом шизофреников — амбивалентность».
",Гл1.8_стр49_Понятие_противоположения.jpg,1,8,5,1
49,64,Пьер Жанэ / Pierre Janet,"Корреспондент И. П. Павлова, французский психиатр, психолог и невролог (1859–1947). Разработал психологическую концепцию неврозов и иерархическую систему различных форм поведения, от элементарных рефлекторных актов до высших интеллектуальных действий.
",,1,8,6,1
49,64,Ультрапарадоксальная фаза / ultraparadoxical phase,"В этой фазе положительный сигнал тормозит условный рефлекс, а отрицательный, наоборот, его стимулирует.
",,1,8,7,1
50,64,М. К. Петрова / M. K. Petrova,"Петрова, Мария Капитоновна, советский физиолог (1874-1948), сотрудница и ученица И.П. Павлова.
",,1,8,1,1
50,65,Итерация / iteration,"В психологии – психическое возбуждение, характеризующееся повторением без эмоциональной окраски одного и того же движения или слова (фразы).
",,1,8,2,1
51,65,Катарсис / catharsis,"В психологии и психоанализе – терапевтическое высвобождение эмоций или снятие напряжения, включая и то, что могло сознаваться или быть связано с осознаваемыми переживаниями.
",,1,8,1,1
51,66,Центральный автовокзал Святой Вероники / St. Veronica’s Downtown Bus Station,Вымышленное место. О св. Веронике см. примечание к стр. 47.,,1,8,2,1
51,66,Эрзац / fake,"То же, что суррогат, неполноценный заменитель. Понятие стало широко использоваться во время 1МВ в Германии, когда из-за недостатка стратегических продуктов сливочное масло стали заменять маргарином, сахар — сахарином, кофе — цикорием и т.д.
Помощь страннику / Traveler’s Aid – Действующая с XIX века международная организация, оказывающая помощь и предоставляющая защиту одиноким путешественникам (преимущественно женщинам и детям).
",,1,8,3,1
52,67,Пристань Фуй-Регис / the Ick Regis jetty,"Вымышленное место; «регис» - это родительный падеж латинского «rex», король, «фуй» (ick) – междометие, означающее презрение. В нем находится «Белое явление» (см. стр.74).
",,1,8,1,1
52,67,Каплебластула / blastulablob,"Выдуманное Пинчоном слово; означает зародившуюся каплю.
",,1,8,2,1
53,68,Фон Рундштедт / Rundstedt ,"Карл Рудольф Герд фон Рундштедт (1875-1953) – немецкий генерал-фельдмаршал времён 2МВ, один из самых успешных немецких военачальников (на фото). Командовал группой армий «Юг» в сентябре 1939 года в Польше; группой армий «А» в 1940 г. во Франции (и окружил союзников в Дюнкерке). Разрабатывал операцию «Морской лев» по вторжению на Британские острова. На начальном этапе войны против СССР руководил группой армий «Юг»; 28 ноября 1941 года был отправлен Гитлером в отставку. В 1942 году занял пост командующего немецкими войсками в Западной Европе. Спланировал и провел Голландскую операцию (сентябрь 1944 года), ставшую одной из последних военных побед Третьего рейха. Был одним из командующих во время немецкого контрнаступления в Арденнах, начавшегося 16 декабря 1944 года.
",Гл1.8_стр53_Фон_Рундштедт.jpg,1,8,1,1
53,68,Детфорд / Deptford,"Район южного Лондона, особенно пострадавший от бомбардировок ФАУ-2.
",,1,8,2,1
55,71,Распределение Пуассона / Poisson equation,"Распределение дискретного типа случайной величины, представляющей собой число событий, произошедших за фиксированное время, при условии, что данные события происходят с некоторой фиксированной средней интенсивностью и независимо друг от друга. Пример распределения Пуассона[1]: предположим, что проводится исследование количества клиентов, посещающих отделение банка во определенное время (с 12 до 13 часов) и требуется определить, сколько клиентов приходит за одну минуту. Интересующее событие – приход клиента, а область возможных исходов — одноминутный интервал. Разумно предположить, что вероятность прихода клиента на протяжении минуты одинакова для всех одноминутных интервалов. Приход одного клиента в течение любого одноминутного интервала не зависит от прихода любого другого клиента в течение любого другого одноминутного интервала. И, наконец, вероятность того, что в банк придет больше одного клиента стремится к нулю, если временной интервал стремится к нулю, например, становится меньше 0,1 с. Количество клиентов, приходящих в банк в указанное время в течение одной минуты, описывается распределением Пуассона. Допустим, что в среднем в банк приходят три клиента в минуту. Какова вероятность того, что в данную минуту в банк придут два клиента? А чему равна вероятность того, что в банк придут более двух клиентов? В этом конкретном примере распределение Пуассона (его формула не приводится) показывает, что вероятность того, что в банк в течение минуты придут не больше двух клиентов, равна 0,423 (или 42,3%), а вероятность того, что в банк в течение минуты придут больше двух клиентов, равна 0,577 (или 57,7%). Эта закономерность названа в честь французского математика Симеона Деми Пуассона (1781–1840), фамилия которого (Poisson) переводится как «рыба».
",,1,9,1,1
55,71,Колба Эрленмейера / Erlenmeyer flask,"Широко используемый тип лабораторных колб универсального применения с плоским дном, коническим корпусом и цилиндрическим горлышком; на колбу нанесены боковые риски (градуировка) для определения объёма содержимого, а также пятно из загрунтованного стекла, для карандашных пометок (на рис.). Колба названа по имени немецкого химика Эмиля Эрленмейера, создавшего её в 1861 году.",Гл1.9_стр55_Колба_Эрленмейера.jpg,1,9,2,1
56,71,Уиттакер и Уотсон / Whittaker and Watson,"Учебник по математическому анализу «Курс современного анализа», написанный Э. Т. Уиттакером и Г. Н. Уотсоном и впервые опубликованный издательством Кембриджского университета в 1902 году.
",,1,9,1,1
56,71,Фистула / fistula,"В экспериментальной физиологии – отверстие (канал или ход), при помощи которого полый орган сообщается с внешней средой или с другим органом; отсутствует при нормальном анатомическом строении. Накладывается в результате специальной операции и предназначается для опытных изучений на животных деятельности органов пищеварения, мочеотделения, скорости кровотока и т. п.
",,1,9,2,1
56,72,Суммация / Summation,"В физиологии – слияние эффектов ряда стимулов, одновременных или быстро следующих друг за другом, которые возникают в возбудимых образованиях (рецепторах, нервных клетках, мышцах и т. п.).
",,1,9,3,1
56,72,Иррадиирование / irradiation,"В физиологии – процесс распространения возбуждения или торможения в коре больших полушарий головного мозга.
",,1,9,4,1
56,72,Концентрация / concentration,"В физиологии – явление обратное иррадиированию; способность нервных процессов ограничивать сферу своего распространения исходным очагом возникновения.
",,1,9,5,1
56,72,Взаимная индукция / reciprocal induction,"В физиологии закон взаимной индукции нервных процессов означает, что каждый из нервных процессов (возбуждение и торможение) вызывает или усиливает противоположный процесс. При отрицательной индукции возбуждение, возникающее в определенном участке коры головного мозга, вызывает в участках вокруг него процесс торможения; при положительной - торможение в одном участке провоцирует в других возбуждение.
",,1,9,6,1
56,72,«Кипринос Ориент» / «Kyprinos Orients»,"Довольно редкий английский бренд ближневосточных сортов табака (на рис.).
",Гл1.9_стр56_Кипринос_Ориент.jpg,1,9,7,1
56,72,Ложный вывод Монте-Карло / Monte Carlo Fallacy,"Также известен как «Gambler's Fallacy» – ошибка игрока. Ошибочное понимание случайности событий, что если в повторяющихся независимых результатах случайного процесса наблюдалось отклонение от ожидаемого поведения, то будущие отклонения в противоположном направлении становятся более вероятными. Такое умозаключение противоречит теории вероятности, согласно которой необходимо рассматривать каждое событие по отдельности, не в цепи событий, а как статистически независимое от предыдущих. Своим названием феномен обязан происшествию в одном из казино Монте-Карло 18 августа 1913 года, когда шарик на одной рулетке 26 раз подряд останавливался на черном поле. Через нескольких повторений игроки начали ставить на красное поле, предполагая, что после столь частого попадания шарика на черное вероятность его попадания на красное возрастает. На самом деле вероятность продолжает быть равной 50%. См. также начальную сцену пьесы Т. Стоппарда «Розенкранц и Гильденстерн мертвы», в которой подбрасываемая монетка выпадает орлом 92 раза подряд.
",Гл2.1_стр225_эспанада_казино_Монте-Карло.jpg,1,9,8,1
57,73,Закон Отрицательной Индукции / Law of Negative Induction,"В физиологии высшей нервной деятельности – возникновение или усиление тормозного процесса в результате воздействия очага возбуждения. Действие отрицательной индукции проявляется в торможении условных реакций под влиянием посторонних раздражителей, которые провоцируют собственную реакцию. К примеру, раздражители оборонительной реакции отменяют (тормозят) текущую деятельность.
",,1,9,1,1
57,74,Фэй Рей / Fay Wray,"Американская актриса канадского происхождения (1907–2004), известная прежде всего по роли Энн Дэрроу в фильме «Кинг-Конг» (1933) (на фото). За годы своей шестидесятилетней карьеры Рэй получила признание как актриса фильмов ужасов, став одной из первых «королев крика».
",Гл1.9_стр57_Фэй_Рей.jpg,1,9,2,1
57,74,Херувим / cherub,"Вид (чин) ангелов в иудаизме, христианстве и исламе. Слово происходит от аккадского «птица», которое созвучно аккадскому же «молитва». Согласно христианской ангелологии херувимы – это второй после серафимов высший ангельский чин; главное их свойство – высшая премудрость, они способны познавать Бога и приобщать низших существ (в том числе людей) к знанию о нем. Как правило, херувимы изображались антропоморфными существами с крыльями, однако согласно Книге пророка Иезекиля херувим – это тетраморф, то есть существо с четырьмя крылами, руками, ногами и лицами: человека, льва, быка и орла (Иез. 1, 1-14; 10, 6-17) (на рис. сицилийская мозаика XII века с изображением херувима-тетраморфа). Упоминание Пинчоном «падшего ангела» может быть объяснено тем, что согласно одной из католических точек зрения (ее придерживался, например, Фома Аквинский) ангел Люцифер был не высшим серафимом, а херувимом, которого к отречению от Бога привело ложное знание.
",Гл1.9_стр57_Херувим.jpg,1,9,3,1
58,75,Предложение Бевериджа / Beveridge Proposal ,"Предложенный в 1942 году либеральным экономистом Уильямом Бевериджем план социальных реформ, включавший, в частности, расширение государственного социального страхования и создание Национальной службы здравоохранения. Был реализован лейбористским правительством во второй половине 40-х годов.
",,1,9,1,1
59,75,Пейслийское / paisley,"Узор пейсли (турецкие огурцы, индийский огурец, восточный огурец, турецкий боб) — декоративный орнамент каплеобразной формы. Узор состоит из повторяющихся элементов — «бут» (на рис.)",Гл1.9_стр59_Пейслийское.jpg,1,9,1,1
59,76,«Вариации на тему Фрэнка Бриджа» / Frank Bridge Variations,"Музыкальное произведение для струнного оркестра английского композитора Бенджамина Бриттена (1913–1976), после исполнения которого в 1937 году он получил международную известность. Бриттен учился у Фрэнка Бриджа и начал писать Вариации как дань уважения учителю.
",,1,9,2,1
59,76,Внутреннее вещание BBC / The BBC Home Service,"В описываемое время – единая общенациональная британская радиостанция, вещающая на внутреннюю аудиторию.
",,1,9,3,1
59,76,Монраше / Montrachet ,"Бургундское белое вино из винограда шардоне. Многими считается лучшим в своем виде.
",,1,9,4,1
60,77,"«Громко визжал – он по дороге домой потерялся…» / And one cried wee, wee, wee, all the way… ","Заключительная (пятая) строчка детской считалочки для пальцевой игры о маленьких поросятах из «Сказок Матушки Гусыни» (на рис.).
",Гл1.9_стр60_Громко_визжал.jpg,1,9,1,1
61,78,Мослчэпел-Гейт / Bonechapel Gate,"Вымышленный адрес, что-то типа «Врата у Часовни Мослов».
",,1,10,1,1
61,78,Кеноша / Kenosha,"Город в штате Висконсин на берегу озера Мичиган, где в 1915 году родился Орсон Уэллс. На языке населявших эти земли индейских племен «кеноша» означало «щуку». Малыш Кеноша / Kenosha Kid – был такой персонаж в опубликованной в 1931 году приключенческой книжке Форбса Паркхилла (на рис. обложка оригинального издания), благородный ковбой и покерный игрок; Ленитроп в детстве мог читать ее. ",Гл1.10_Стр61_Кеноша.jpg,1,10,2,1
61,78,Чарльстон / Charleston ,"Танец на основе музыки, написанной в Джеймсом П. Джонсоном в 1923 году. Был невероятно популярен в 20-х годах.
",,1,10,3,1
61,78,Большое яблоко / Big Apple,"Танец, популярный во второй половине 30-х годов. По легенде, название возникло благодаря одноименному ночному клубу в Колумбии, Южная Каролина.
",,1,10,4,1
62,79,Касл-уок / Castle Walk,"Танец, созданный в 1914 году супругами-танцорами Вернон и Айрин Касл и композитором Фордом Дэбни в качестве противовеса «неприличным» джазовым танцам.
",,1,10,1,1
62,79,Линди / Lindi,"Или линди-хоп. Свинговый танец 20-30-х годов, предшественник буги-вуги.
",,1,10,2,1
62,79,Амитал натрия / 10% Sodium Amytal,"Этиловый эфир изоамилбарбитуровой кислоты. Впервые был синтезирован в Германии в 1923 году. В 40-е годы получил широкое распространение в качестве «сыворотки правды». Использовался также как седативное средство для контуженных солдат. В качестве побочных эффектов отмечались нарушение координации и когнитивных функций; быстрое привыкание.
",,1,10,3,1
62,79,«В кулаке зажат стояк» / Got a hardon in my fist,Ритм песни совпадает с ритмом известной и многократной исполняемой баллады «Bye Bye Blackbird» (1926). Одна из последних версий представлена на альбоме Пола Маккартни «Kisses on the Bottom» (2012),,1,10,4,1
63,80,Драный орел / ruptured duck,"Неформальное название нагрудного знака, выдаваемого при увольнении из Армии США. В оригинале - “распластанная утка”.
",,1,10,1,1
63,80,Роксбери / Roxbury,"Город Роксбери основан в 1630 году предком автора Уильямом Пинчоном; в настоящее время является районом Бостона, Массачусетс.
",,1,10,2,1
63,80,"С ревом влетая над-подземкой, только в Бостоне, сталь и углеродный саван поверх древнего кирпича… / Roaring in by elevated subway, only in Boston, steel and a carbon shroud over the ancient bricks","Описывается выезд на бостонский мост Лонгфелло (Longfellow Bridge) от станции метро Kendall/MIT по направлению к Charles/MGH и Кембридж-стрит (на фото). Рядом находятся многочисленные учебные заведения и Публичная библиотека.
",Гл1.10_Стр63_С_ревом влетая.jpg,1,10,3,1
63,80,Бейсин-стрит / Basin Street,"Культовое джазовое место в Новом Орлеане. Известны также джазовый стандарт «Бейсин-стрит блюз» (исполнялся, в частности, Луи Армстронгом) и коктейль «Бейсин-стрит» (60 мл бурбона, 30 мл Трипл Сека (Куантро), 30 мл лимонного сока, 6-8 ложек колотого льда).
",,1,10,4,1
63,80,Ганджа / gage,Разновидность марихуаны.,,1,10,5,1
63,80,Аспидистра / aspidistra,"Растение-многолетник из тропических лесов Восточной Азии. В нем часто обитают змеи, в связи с чем растения также называют «указателем змей».",,1,10,6,1
63,80,Филодендрон/ philodendron,"Вечнозеленое цветковое многолетнее растение из семейства Ароидные. Филодендроны распространены в тропическом поясе Америки, в Австралии, на островах Тихого океана.
",,1,10,7,1
64,81,Джайв / jive,"Танец афроамериканского происхождения, разновидность свинга. Был популярен в США в 40-х годах.
",,1,10,1,1
64,81,Страна роз / Roseland,"Джаз-клуб с таким названием действительно существовал в Роксбери.
",,1,10,2,1
64,81,Мокси / Moxie,"Один из первых газированных безалкогольных напитков массового производства в США (на рис.). Был создан в 1876 г. Августином Томпсоном в качестве патентованного лекарства под названием «Moxie Nerve Food» и производился в Лоуэлле, штат Массачусетс. Сладкий, похожий на рутбир, с горьким послевкусием (приправлен экстрактом корня горечавки). В рекламе напитка использовались джинглы, слоган «Just Make It Moxie for Mine» и логотип «Moxie Man». Слово «moxie» стало жаргонным обозначением энергии и смелости.
",Гл1.10_стр64_Мокси.jpg,1,10,3,1
64,81,Кларк / Clark,"Первый комбинированный шоколадный батончик, состоящий из арахисового масла, ириса, карамели и молочного шоколада. Был выпущен в 1917 году в Питтсбурге, штат Пенсильвания, предпринимателем и кондитером ирландского происхождения Дэвидом Литлом Кларком. В настоящее время производится компанией Boyer Candy.
",,1,10,4,1
